Text,Language,Label,Text_rm_rg,Text-rm-emo,Text_rm_sw,stemmed
@MerielMyers Am sure i left my bloody mobile phone around here somewhere !,en,uncertainty, Am sure i left my bloody mobile phone around here somewhere !, Am sure i left my bloody mobile phone around here somewhere !,Am sure left bloody mobile phone around somewhere !,am sure left bloodi mobil phone around somewher !
"RT @globalcompact: Day 2️⃣ of the @UN Ocean Conference Youth &amp; Innovation Forum: our 100+ youth delegates worked in small groups on the beach in Cascais, Portugal 🇵🇹, to create and propose solutions towards a healthy and productive ocean. #SaveOurOcean @… https://t.co/fYTRuXTaLr",en,positive,"RT  Day 2️⃣ of the  Ocean Conference Youth &amp; Innovation Forum: our 100+ youth delegates worked in small groups on the beach in Cascais, Portugal 🇵🇹, to create and propose solutions towards a healthy and productive ocean. SaveOurOcean … ","RT  Day  keycap_2  of the  Ocean Conference Youth &amp; Innovation Forum: our 100+ youth delegates worked in small groups on the beach in Cascais, Portugal  Portugal , to create and propose solutions towards a healthy and productive ocean. SaveOurOcean … ","RT Day keycap_2 Ocean Conference Youth &amp; Innovation Forum: 100+ youth delegates worked small groups beach Cascais, Portugal Portugal , create propose solutions towards healthy productive ocean. SaveOurOcean …","rt day keycap_2 ocean confer youth &amp; innov forum: 100+ youth deleg work small group beach cascais, portug portug , creat propos solut toward healthi product ocean. saveourocean …"
@tokespeople @JayMarxist @AnonymousMonger @BernersNot @KnightsBernard @ladyj72624747 @FireDrillFriday @Janefonda @LAPDHQ @greenpeaceusa Maybe I’m not invited cuz I don’t like random people hugging me.,en,uncertainty,          Maybe I’m not invited cuz I don’t like random people hugging me.,          Maybe I’m not invited cuz I don’t like random people hugging me.,Maybe I’m invited cuz I don’t like random people hugging me.,mayb i’m invit cuz i don’t like random peopl hug me.
Excited for this great opportunity for @amadou_sow23! #gauchopros https://t.co/raUVQPQn9a,en,positive,Excited for this great opportunity for ! gauchopros ,Excited for this great opportunity for ! gauchopros ,Excited great opportunity ! gauchopros,excit great opportun ! gauchopro
"@DavidGHFrost @Tom_Slater_ @spikedonline Brexit will never be accepted. It is a flawed, divisive and destructive action. I don't accept it now, I wont in 5 years nor 50.",en,negative,"   Brexit will never be accepted. It is a flawed, divisive and destructive action. I don't accept it now, I wont in 5 years nor 50.","   Brexit will never be accepted. It is a flawed, divisive and destructive action. I don't accept it now, I wont in 5 years nor 50.","Brexit never accepted. It flawed, divisive destructive action. I accept now, I wont 5 years 50.","brexit never accepted. it flawed, divis destruct action. i accept now, i wont 5 year 50."
@tanukikaza he can’t do anything wrong https://t.co/SOKwCJrrPo,en,negative, he can’t do anything wrong , he can’t do anything wrong ,can’t anything wrong,can’t anyth wrong
"@JackPosobiec Usually Killary threatens less, and “innocent accidents” happen more.",en,negative," Usually Killary threatens less, and “innocent accidents” happen more."," Usually Killary threatens less, and “innocent accidents” happen more.","Usually Killary threatens less, “innocent accidents” happen more.","usual killari threaten less, “innoc accidents” happen more."
"@CptFluffy2 Yeah, I'd imagine that someone somewhere is in serious deep shit, but that person is not me!",en,uncertainty," Yeah, I'd imagine that someone somewhere is in serious deep shit, but that person is not me!"," Yeah, I'd imagine that someone somewhere is in serious deep shit, but that person is not me!","Yeah, I'd imagine someone somewhere serious deep shit, person me!","yeah, i'd imagin someon somewher seriou deep shit, person me!"
@mcshackleford This position was contract. This contract is ending in the next month or so. I have accepted a new position much closer to my home in orthopedics which I love. This public health nurse job has been amazing and I have met someone wonderful people.,en,litigious, This position was contract. This contract is ending in the next month or so. I have accepted a new position much closer to my home in orthopedics which I love. This public health nurse job has been amazing and I have met someone wonderful people., This position was contract. This contract is ending in the next month or so. I have accepted a new position much closer to my home in orthopedics which I love. This public health nurse job has been amazing and I have met someone wonderful people.,This position contract. This contract ending next month so. I accepted new position much closer home orthopedics I love. This public health nurse job amazing I met someone wonderful people.,thi posit contract. thi contract end next month so. i accept new posit much closer home orthoped i love. thi public health nurs job amaz i met someon wonder people.
@Imaginedragons So excited !!!! Miss you 🖤 https://t.co/8tbax0wQ2w,en,positive, So excited !!!! Miss you 🖤 , So excited !!!! Miss you  black_heart  ,So excited !!!! Miss black_heart,so excit !!!! miss black_heart
Just maybe she does have a brain https://t.co/GzllHIcEuo,en,uncertainty,Just maybe she does have a brain ,Just maybe she does have a brain ,Just maybe brain,just mayb brain
"IMPORTANT READ! ""We are in danger of neglecting the importance of investing in stronger national and local capacity as our best hope to detect and mitigate novel disease threats before they reach pandemic proportions."" @JaneRuth_Aceng and @AmandaMcClella2
https://t.co/DGi1x0eXTz",en,positive,"IMPORTANT READ! ""We are in danger of neglecting the importance of investing in stronger national and local capacity as our best hope to detect and mitigate novel disease threats before they reach pandemic proportions.""  and ","IMPORTANT READ! ""We are in danger of neglecting the importance of investing in stronger national and local capacity as our best hope to detect and mitigate novel disease threats before they reach pandemic proportions.""  and ","IMPORTANT READ! ""We danger neglecting importance investing stronger national local capacity best hope detect mitigate novel disease threats reach pandemic proportions.""","import read! ""we danger neglect import invest stronger nation local capac best hope detect mitig novel diseas threat reach pandem proportions."""
